,level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y,start,day_30,day_60,day_90,day_180,sp_start,sp_30,sp_60,sp_90,sp_180
5571,5571,2020-07-15,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1594785600,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,523.260009765625,481.3299865722656,476.260009765625,541.9400024414062,510.3999938964844,3226.56005859375,3373.429931640625,3383.5400390625,3483.340087890625,3824.679931640625
5572,5572,2020-07-13,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1594612800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,525.5,466.92999267578125,480.6700134277344,554.0900268554688,510.3999938964844,3155.219970703125,3333.68994140625,3339.18994140625,3511.929931640625,3824.679931640625
5573,5573,2020-07-07,AAL,American Airlines Group Inc.,sale_full,"$1,001 - $15,000",Pat Roberts,1594094400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,11.90999984741211,12.5600004196167,13.359999656677246,13.069999694824219,15.770000457763672,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5574,5574,2020-07-02,BABA,Alibaba Group Holding Limited,sale_full,"$15,001 - $50,000",Pat Roberts,1593662400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,223.60000610351562,257.94000244140625,298.0,288.2699890136719,222.36000061035156,3130.010009765625,3294.610107421875,3526.64990234375,3408.60009765625,3735.360107421875
5575,5575,2020-07-02,WMT,Walmart Inc.,sale_full,"$1,001 - $15,000",Pat Roberts,1593662400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,119.20999908447266,129.3000030517578,147.58999633789062,141.8000030517578,145.22000122070312,3130.010009765625,3294.610107421875,3526.64990234375,3408.60009765625,3735.360107421875
5576,5576,2020-07-02,SPOT,Spotify Technology S.A.,purchase,"$1,001 - $15,000",Pat Roberts,1593662400,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,271.489990234375,254.42999267578125,291.75,251.3699951171875,317.2900085449219,3130.010009765625,3294.610107421875,3526.64990234375,3408.60009765625,3735.360107421875
5577,5577,2020-07-01,BYND,"Beyond Meat, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1593576000,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,141.63999938964844,125.9000015258789,135.85000610351562,166.24000549316406,136.58999633789062,3115.860107421875,3271.1201171875,3500.31005859375,3348.419921875,3703.06005859375
5578,5578,2020-07-28,SIL,Global X Silver Miners ETF,sale_full,"$1,001 - $15,000",Thomas R Carper,1595908800,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,49.2400016784668,47.810001373291016,42.349998474121094,41.38999938964844,42.619998931884766,3218.43994140625,3478.72998046875,3298.4599609375,3271.030029296875,3841.469970703125
5579,5579,2020-07-09,C,Citigroup Inc.,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,49.45000076293945,52.119998931884766,51.040000915527344,44.93000030517578,60.13999938964844,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5580,5580,2020-07-09,QCOM,QUALCOMM Incorporated,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,93.25,108.25,109.7699966430664,124.87000274658203,148.5,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5581,5581,2020-07-09,RMD,ResMed Inc.,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,193.69000244140625,173.24000549316406,171.4199981689453,176.1199951171875,212.17999267578125,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5582,5582,2020-07-09,OHI,"Omega Healthcare Investors, Inc.",sale_full,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,30.299999237060547,33.25,32.20000076293945,31.049999237060547,35.029998779296875,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5583,5583,2020-07-09,ARCC,Ares Capital Corporation,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,13.800000190734863,14.869999885559082,14.170000076293945,14.359999656677246,16.510000228881836,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5584,5584,2020-07-09,LMT,Lockheed Martin Corporation,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,339.9599914550781,385.6199951171875,380.2300109863281,385.92999267578125,344.6400146484375,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5585,5585,2020-07-09,WIW,Western Asset Inflation-Linked Opportunities &amp; Inc,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,11.039999961853027,11.510000228881836,11.489999771118164,11.470000267028809,12.369999885559082,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5586,5586,2020-07-09,FXI,iShares Trust - iShares China Large-Cap ETF,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,45.220001220703125,42.0099983215332,42.70000076293945,43.2400016784668,46.29999923706055,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5587,5587,2020-07-09,NVDA,NVIDIA Corporation,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,420.3599853515625,447.9800109863281,476.5199890136719,550.510009765625,524.5399780273438,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5588,5588,2020-07-09,AXS,AXIS Capital Holdings Limited,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,37.20000076293945,44.09000015258789,47.060001373291016,45.27000045776367,49.029998779296875,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5589,5589,2020-07-09,MPW,"Medical Properties Trust, Inc.",sale_full,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,18.010000228881836,19.8700008392334,18.219999313354492,18.59000015258789,20.799999237060547,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5590,5590,2020-07-09,GLAD,Gladstone Capital Corporation,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,6.800000190734863,7.639999866485596,7.329999923706055,7.659999847412109,8.710000038146973,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5591,5591,2020-07-09,SRVR,Pacer Benchmark Data &amp; Infrastructure Real Estate,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,36.599998474121094,37.27000045776367,35.029998779296875,36.810001373291016,35.099998474121094,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5592,5592,2020-07-09,MBXIX,Catalyst/Millburn Hedge Strategy Fund Class I,sale_full,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,27.889999389648438,29.540000915527344,29.200000762939453,30.1200008392334,30.790000915527344,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5593,5593,2020-07-09,ABBV,AbbVie Inc.,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,97.94000244140625,92.91999816894531,90.22000122070312,87.69999694824219,105.41000366210938,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5594,5594,2020-07-09,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fu,sale_full,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,35.2400016784668,35.119998931884766,34.40999984741211,34.81999969482422,41.16999816894531,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5595,5595,2020-07-09,RTH,VanEck Vectors Retail ETF,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,136.74000549316406,144.0,145.82000732421875,153.94000244140625,156.42999267578125,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5596,5596,2020-07-09,PTMC,Pacer Trendpilot US Mid Cap ETF,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,27.34000015258789,28.40999984741211,27.209999084472656,29.299999237060547,32.36000061035156,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5597,5597,2020-07-09,LMRK,Landmark Infrastructure Partners LP,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,9.649999618530273,10.489999771118164,10.020000457763672,10.220000267028809,10.960000038146973,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5598,5598,2020-07-09,AY,Atlantica Sustainable Infrastructure plc,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,29.709999084472656,30.030000686645508,27.889999389648438,30.040000915527344,39.290000915527344,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5599,5599,2020-07-09,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,100.44000244140625,100.44000244140625,100.41999816894531,100.12999725341797,100.125,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5600,5600,2020-07-09,IRM,Iron Mountain Incorporated,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,26.18000030517578,29.450000762939453,30.100000381469727,28.25,28.65999984741211,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5601,5601,2020-07-09,LHX,"L3Harris Technologies, Inc.",purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,159.8000030517578,175.63999938964844,179.61000061035156,175.4499969482422,180.44000244140625,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5602,5602,2020-07-09,APO,"Apollo Global Management, Inc.",sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,49.900001525878906,48.779998779296875,44.63999938964844,46.54999923706055,47.77000045776367,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5603,5603,2020-07-09,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,95.75250244140625,111.11250305175781,112.81999969482422,116.97000122070312,129.41000366210938,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5604,5604,2020-07-09,PFE,Pfizer Inc.,purchase,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,31.745731353759766,36.48007583618164,34.08918380737305,34.90512466430664,36.810001373291016,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5605,5605,2020-07-09,TSN,"Tyson Foods, Inc.",sale_full,"$1,001 - $15,000",Thomas R Carper,1594267200,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,55.58000183105469,62.79999923706055,61.56999969482422,57.97999954223633,63.5,3152.050048828125,3351.280029296875,3331.840087890625,3477.139892578125,3700.64990234375
5606,5606,2020-07-08,TCEHY,Tencent Holdings Limited,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594180800,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,70.88999938964844,72.56999969482422,67.05000305175781,69.55999755859375,71.88999938964844,3169.93994140625,3349.159912109375,3426.9599609375,3446.830078125,3756.070068359375
5607,5607,2020-07-07,WIW,Western Asset Inflation-Linked Opportunities &amp; Inc,purchase,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,11.130000114440918,11.4399995803833,11.489999771118164,11.319999694824219,12.40999984741211,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5608,5608,2020-07-07,FXI,iShares Trust - iShares China Large-Cap ETF,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,44.11000061035156,42.81999969482422,43.439998626708984,42.91999816894531,46.43000030517578,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5609,5609,2020-07-07,MBXIX,Catalyst/Millburn Hedge Strategy Fund Class I,sale_full,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,27.829999923706055,29.350000381469727,29.290000915527344,29.719999313354492,30.959999084472656,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5610,5610,2020-07-07,DLS,WisdomTree International SmallCap Dividend Fund,sale_full,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,56.18000030517578,58.4900016784668,59.63999938964844,61.279998779296875,68.11000061035156,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5611,5611,2020-07-07,FDN,First Trust Dow Jones Internet Index Fund,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,178.19000244140625,186.22999572753906,195.5399932861328,192.47999572753906,212.22999572753906,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5612,5612,2020-07-07,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fu,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,34.81999969482422,35.91999816894531,34.79999923706055,34.33000183105469,41.09000015258789,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5613,5613,2020-07-07,GDXJ,VanEck Vectors Junior Gold Miners ETF,sale_partial,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,51.720001220703125,64.05000305175781,58.72999954223633,55.27000045776367,54.2400016784668,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5614,5614,2020-07-07,RTH,VanEck Vectors Retail ETF,purchase,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,135.52000427246094,143.94000244140625,151.0,151.42999267578125,157.0800018310547,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5615,5615,2020-07-07,LUBFX,Lord Abbett Ultra Short Bond Fund Class F,purchase,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,10.029999732971191,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
5616,5616,2020-07-07,SIL,Global X Silver Miners ETF,purchase,"$1,001 - $15,000",Thomas R Carper,1594094400,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,37.58000183105469,51.529998779296875,47.9900016784668,43.20000076293945,45.619998931884766,3145.320068359375,3327.77001953125,3455.06005859375,3419.43994140625,3756.070068359375
